"","expr","time"
"2817","UPmidzuno",87209701
"2818","UPbrewer",29564801
"2819","UPmidzuno",68023301
"2820","UPtille",929153101
"2821","UPmidzuno",69501400
"2822","UPbrewer",36301402
"2823","UPbrewer",29382201
"2824","UPbrewer",28992202
"2825","UPsampford_edited",240869502
"2826","UPmidzuno",89176101
"2827","UPbrewer",17779501
"2828","UPtille",1134849401
"2829","UPtille",887351801
"2830","UPbrewer",38886502
"2831","UPsampford_edited",83230301
"2832","UPbrewer",30542800
"2833","UPtille",890736201
"2834","UPmidzuno",68493401
"2835","UPtille",872446100
"2836","UPmidzuno",62638101
"2837","UPmidzuno",62033100
"2838","UPsampford_edited",218477201
"2839","UPbrewer",30866801
"2840","UPsampford_edited",207565100
"2841","UPmidzuno",67394601
"2842","UPmidzuno",68438701
"2843","UPmidzuno",81437702
"2844","UPtille",870828600
"2845","UPmidzuno",71679501
"2846","UPmidzuno",247404001
"2847","UPmidzuno",62273701
"2848","UPtille",815220102
"2849","UPmidzuno",87565801
"2850","UPbrewer",19500501
"2851","UPsampford_edited",280063401
"2852","UPtille",825756301
"2853","UPtille",807896202
"2854","UPtille",825274502
"2855","UPtille",971667901
"2856","UPsampford_edited",218585000
"2857","UPbrewer",47188601
"2858","UPtille",823946202
"2859","UPsampford_edited",211512401
"2860","UPmidzuno",78588101
"2861","UPmidzuno",63369201
"2862","UPmidzuno",61992301
"2863","UPmidzuno",62709301
"2864","UPmidzuno",64431501
"2865","UPbrewer",29020501
"2866","UPsampford_edited",215983801
"2867","UPsampford_edited",287224601
"2868","UPbrewer",26084301
"2869","UPtille",840422801
"2870","UPbrewer",19510702
"2871","UPbrewer",23285801
"2872","UPmidzuno",78102901
"2873","UPbrewer",19039801
"2874","UPmidzuno",80864200
"2875","UPsampford_edited",80470601
"2876","UPsampford_edited",233773102
"2877","UPsampford_edited",205946502
"2878","UPmidzuno",66020001
"2879","UPsampford_edited",202857700
"2880","UPbrewer",19321401
"2881","UPbrewer",31876102
"2882","UPbrewer",19267502
"2883","UPmidzuno",66824601
"2884","UPbrewer",26539300
"2885","UPmidzuno",65688401
"2886","UPsampford_edited",43941701
"2887","UPbrewer",27269701
"2888","UPsampford_edited",167079001
"2889","UPbrewer",29515801
"2890","UPtille",817453601
"2891","UPtille",974439001
"2892","UPbrewer",26435401
"2893","UPtille",785307201
"2894","UPbrewer",18277301
"2895","UPtille",814395601
"2896","UPmidzuno",63513701
"2897","UPbrewer",26818800
"2898","UPmidzuno",62121201
"2899","UPsampford_edited",209828101
"2900","UPsampford_edited",202748301
"2901","UPmidzuno",82265101
"2902","UPmidzuno",64186301
"2903","UPbrewer",28746000
"2904","UPsampford_edited",213822201
"2905","UPbrewer",18745301
"2906","UPmidzuno",64097201
"2907","UPmidzuno",66811101
"2908","UPsampford_edited",205253001
"2909","UPmidzuno",63927502
"2910","UPsampford_edited",207008701
"2911","UPbrewer",29345101
"2912","UPsampford_edited",213189801
"2913","UPsampford_edited",206764201
"2914","UPsampford_edited",226886101
"2915","UPtille",838383701
"2916","UPtille",1064566400
"2917","UPbrewer",18097302
"2918","UPsampford_edited",209366802
"2919","UPsampford_edited",210253101
"2920","UPtille",849347301
"2921","UPsampford_edited",274342601
"2922","UPbrewer",27637001
"2923","UPtille",800505501
"2924","UPmidzuno",62908201
"2925","UPbrewer",27251201
"2926","UPsampford_edited",40888601
"2927","UPsampford_edited",224971400
"2928","UPtille",804679301
"2929","UPbrewer",44616202
"2930","UPsampford_edited",203362001
"2931","UPtille",801025801
"2932","UPsampford_edited",228238101
"2933","UPsampford_edited",207156801
"2934","UPsampford_edited",208792600
"2935","UPtille",969119902
"2936","UPmidzuno",68553701
"2937","UPmidzuno",61395301
"2938","UPmidzuno",61809801
"2939","UPsampford_edited",190010201
"2940","UPmidzuno",65064000
"2941","UPmidzuno",78395901
"2942","UPtille",771755201
"2943","UPtille",808217600
"2944","UPmidzuno",62292801
"2945","UPtille",879854501
"2946","UPbrewer",25462801
"2947","UPmidzuno",62856001
"2948","UPtille",812648300
"2949","UPmidzuno",222416101
"2950","UPmidzuno",62032501
"2951","UPbrewer",18148200
"2952","UPtille",784937201
"2953","UPsampford_edited",206980901
"2954","UPtille",836735401
"2955","UPtille",814660801
"2956","UPmidzuno",84090100
"2957","UPtille",825509500
"2958","UPsampford_edited",204810901
"2959","UPsampford_edited",74301001
"2960","UPmidzuno",65366401
"2961","UPsampford_edited",209375001
"2962","UPtille",978444901
"2963","UPtille",781789201
"2964","UPtille",791181901
"2965","UPbrewer",18036101
"2966","UPtille",772872500
"2967","UPbrewer",27974401
"2968","UPsampford_edited",99851801
"2969","UPmidzuno",97344001
"2970","UPbrewer",18592501
"2971","UPsampford_edited",60697501
"2972","UPmidzuno",70957501
"2973","UPmidzuno",66018001
"2974","UPsampford_edited",103874301
"2975","UPsampford_edited",207091202
"2976","UPbrewer",33649601
"2977","UPtille",808393201
"2978","UPtille",966367501
"2979","UPsampford_edited",183340201
"2980","UPsampford_edited",205886501
"2981","UPtille",841750902
"2982","UPmidzuno",65483401
"2983","UPbrewer",26879701
"2984","UPmidzuno",64766500
"2985","UPsampford_edited",203871502
"2986","UPbrewer",20664500
"2987","UPbrewer",29020001
"2988","UPbrewer",22229201
"2989","UPmidzuno",82005601
"2990","UPbrewer",43760602
"2991","UPsampford_edited",24171700
"2992","UPbrewer",30488601
"2993","UPsampford_edited",209430301
"2994","UPmidzuno",63566702
"2995","UPsampford_edited",175382601
"2996","UPbrewer",17576801
"2997","UPbrewer",30104500
"2998","UPsampford_edited",204791600
"2999","UPtille",816312202
"3000","UPmidzuno",65988501
"3001","UPmidzuno",63269601
"3002","UPbrewer",28179101
"3003","UPsampford_edited",38859602
"3004","UPbrewer",18713601
"3005","UPtille",830062201
"3006","UPtille",969928300
"3007","UPtille",839329401
"3008","UPtille",798002001
"3009","UPmidzuno",74928501
"3010","UPbrewer",27768202
"3011","UPmidzuno",61668801
"3012","UPbrewer",21506100
"3013","UPtille",815120200
"3014","UPsampford_edited",213477200
"3015","UPsampford_edited",184804901
"3016","UPtille",830763801
"3017","UPbrewer",18723201
"3018","UPsampford_edited",209363602
"3019","UPsampford_edited",202256901
"3020","UPmidzuno",65447500
"3021","UPtille",973642101
"3022","UPsampford_edited",205584801
"3023","UPtille",814686401
"3024","UPbrewer",17754101
"3025","UPsampford_edited",206658001
"3026","UPbrewer",28723702
"3027","UPtille",869597301
"3028","UPtille",843352902
"3029","UPtille",826953702
"3030","UPmidzuno",63594201
"3031","UPbrewer",26662901
"3032","UPsampford_edited",235765001
"3033","UPbrewer",18151801
"3034","UPsampford_edited",209508701
"3035","UPmidzuno",68631200
"3036","UPsampford_edited",237196601
"3037","UPsampford_edited",226949001
"3038","UPbrewer",17966501
"3039","UPsampford_edited",228354202
"3040","UPmidzuno",70882602
"3041","UPbrewer",198065001
"3042","UPbrewer",19514500
"3043","UPbrewer",31377502
"3044","UPbrewer",18842201
"3045","UPsampford_edited",228919002
"3046","UPmidzuno",71842901
"3047","UPtille",857802000
"3048","UPtille",929234900
"3049","UPsampford_edited",210921302
"3050","UPmidzuno",66448201
"3051","UPtille",835265202
"3052","UPsampford_edited",138080401
"3053","UPbrewer",18547901
"3054","UPtille",871346002
"3055","UPmidzuno",83485500
"3056","UPmidzuno",75641402
"3057","UPmidzuno",66216902
"3058","UPbrewer",25666001
"3059","UPmidzuno",64919801
"3060","UPbrewer",26645101
"3061","UPsampford_edited",206107001
"3062","UPsampford_edited",205037301
"3063","UPbrewer",18902301
"3064","UPbrewer",30711701
"3065","UPsampford_edited",210726101
"3066","UPtille",1028841601
"3067","UPmidzuno",91198601
"3068","UPsampford_edited",201010501
"3069","UPsampford_edited",204087502
"3070","UPtille",812438701
"3071","UPmidzuno",62333401
"3072","UPtille",791520400
"3073","UPmidzuno",61084900
"3074","UPtille",800594801
"3075","UPbrewer",18797901
"3076","UPtille",821099000
"3077","UPmidzuno",64300202
"3078","UPsampford_edited",211017701
"3079","UPtille",971815601
"3080","UPtille",793710701
"3081","UPsampford_edited",208509101
"3082","UPtille",788818201
"3083","UPtille",804568202
"3084","UPtille",818644301
"3085","UPtille",952339301
"3086","UPmidzuno",63145501
"3087","UPmidzuno",61684501
"3088","UPtille",853584801
"3089","UPsampford_edited",204177801
"3090","UPmidzuno",66533001
"3091","UPmidzuno",64840201
"3092","UPtille",823071200
"3093","UPmidzuno",65061202
"3094","UPsampford_edited",182863300
"3095","UPbrewer",19824701
"3096","UPmidzuno",66073202
"3097","UPsampford_edited",43314101
"3098","UPsampford_edited",72566001
"3099","UPsampford_edited",201798101
"3100","UPmidzuno",66026802
"3101","UPmidzuno",63846100
"3102","UPmidzuno",65421301
"3103","UPsampford_edited",228675500
"3104","UPsampford_edited",207217401
"3105","UPtille",830072001
"3106","UPtille",956129602
"3107","UPbrewer",19842701
"3108","UPbrewer",29276400
"3109","UPbrewer",18248401
"3110","UPsampford_edited",208011201
"3111","UPmidzuno",69264302
"3112","UPtille",819722601
"3113","UPtille",829921801
"3114","UPbrewer",26460201
"3115","UPsampford_edited",7697901
"3116","UPmidzuno",64779102
"3117","UPmidzuno",66257600
"3118","UPmidzuno",66410202
"3119","UPtille",822098102
"3120","UPsampford_edited",207150500
"3121","UPbrewer",27761301
"3122","UPmidzuno",67022001
"3123","UPtille",987378201
"3124","UPtille",784874801
"3125","UPsampford_edited",123927501
"3126","UPbrewer",18068201
"3127","UPsampford_edited",207108801
"3128","UPbrewer",28524300
"3129","UPtille",836390100
"3130","UPtille",797992402
"3131","UPtille",820174300
"3132","UPbrewer",29654301
"3133","UPmidzuno",65173701
"3134","UPmidzuno",62977500
"3135","UPtille",971084300
"3136","UPmidzuno",62313701
"3137","UPbrewer",26325502
"3138","UPbrewer",18502101
"3139","UPtille",794925100
"3140","UPmidzuno",61173900
"3141","UPmidzuno",60210800
"3142","UPtille",825283701
"3143","UPsampford_edited",152642401
"3144","UPtille",796207502
"3145","UPmidzuno",60261402
"3146","UPmidzuno",64109501
"3147","UPtille",802259602
"3148","UPbrewer",27902501
"3149","UPsampford_edited",206331502
"3150","UPsampford_edited",205999001
"3151","UPbrewer",17990101
"3152","UPmidzuno",67743702
"3153","UPmidzuno",84973500
"3154","UPsampford_edited",161014301
"3155","UPsampford_edited",209440902
"3156","UPsampford_edited",210983302
"3157","UPtille",976528401
"3158","UPbrewer",19461001
"3159","UPmidzuno",62212101
"3160","UPbrewer",27914500
"3161","UPtille",806960700
"3162","UPmidzuno",60593801
"3163","UPbrewer",18947001
"3164","UPsampford_edited",157032201
"3165","UPsampford_edited",220672901
"3166","UPtille",786973301
"3167","UPbrewer",26128401
"3168","UPtille",786989102
"3169","UPsampford_edited",194471401
"3170","UPtille",802218701
"3171","UPsampford_edited",365283600
"3172","UPtille",816803701
"3173","UPbrewer",27178201
"3174","UPsampford_edited",212975001
"3175","UPmidzuno",65106601
"3176","UPmidzuno",64700501
"3177","UPsampford_edited",225786301
"3178","UPbrewer",28534201
"3179","UPtille",839633800
"3180","UPtille",808495401
"3181","UPtille",826717101
"3182","UPbrewer",29010901
"3183","UPtille",977855701
"3184","UPbrewer",18706301
"3185","UPtille",801602700
"3186","UPtille",787170001
"3187","UPmidzuno",61279802
"3188","UPmidzuno",70104201
"3189","UPtille",774948601
"3190","UPmidzuno",83541601
"3191","UPtille",790690201
"3192","UPsampford_edited",208396001
"3193","UPsampford_edited",52423301
"3194","UPsampford_edited",46283501
"3195","UPmidzuno",74605501
"3196","UPmidzuno",64824901
"3197","UPmidzuno",62893001
"3198","UPsampford_edited",264659101
"3199","UPbrewer",18664102
"3200","UPtille",971706600
"3201","UPtille",810990701
"3202","UPmidzuno",59820401
"3203","UPmidzuno",62936301
"3204","UPmidzuno",64195500
"3205","UPtille",795408901
"3206","UPsampford_edited",64612501
"3207","UPsampford_edited",90248001
"3208","UPtille",790100801
"3209","UPsampford_edited",206649900
"3210","UPtille",820730900
"3211","UPbrewer",28398601
"3212","UPtille",960430600
"3213","UPbrewer",21153701
"3214","UPtille",845053901
"3215","UPsampford_edited",239951801
"3216","UPtille",813635602
"3217","UPbrewer",18226501
"3218","UPmidzuno",92488601
"3219","UPsampford_edited",111024101
"3220","UPtille",815939901
"3221","UPsampford_edited",225972200
"3222","UPtille",795553002
"3223","UPmidzuno",68267601
"3224","UPsampford_edited",226530002
"3225","UPbrewer",28036000
"3226","UPmidzuno",65554801
"3227","UPsampford_edited",68768601
"3228","UPbrewer",185204702
"3229","UPmidzuno",63008302
"3230","UPsampford_edited",223814701
"3231","UPmidzuno",63311001
"3232","UPmidzuno",75311901
"3233","UPsampford_edited",212796802
"3234","UPsampford_edited",207178400
"3235","UPbrewer",35460601
"3236","UPmidzuno",71231200
"3237","UPsampford_edited",211736201
"3238","UPsampford_edited",217617201
"3239","UPsampford_edited",237983500
"3240","UPbrewer",18688702
"3241","UPmidzuno",77677201
"3242","UPtille",806061501
"3243","UPmidzuno",83049601
"3244","UPmidzuno",64586301
"3245","UPmidzuno",93044900
"3246","UPbrewer",23883001
"3247","UPsampford_edited",219059101
"3248","UPsampford_edited",239124801
"3249","UPsampford_edited",204096400
"3250","UPmidzuno",71476202
"3251","UPsampford_edited",228583001
"3252","UPbrewer",28122101
"3253","UPsampford_edited",206838800
"3254","UPmidzuno",65034702
"3255","UPtille",824445302
"3256","UPbrewer",28856901
"3257","UPmidzuno",64593402
"3258","UPmidzuno",64667801
"3259","UPsampford_edited",115347301
"3260","UPsampford_edited",206938300
"3261","UPsampford_edited",213797601
"3262","UPbrewer",27320401
"3263","UPtille",823222300
"3264","UPtille",962256600
"3265","UPtille",785102801
"3266","UPbrewer",28012300
"3267","UPmidzuno",63139201
"3268","UPbrewer",19228201
"3269","UPtille",808711801
"3270","UPtille",800299900
"3271","UPsampford_edited",145550201
"3272","UPsampford_edited",202834102
"3273","UPbrewer",26914301
"3274","UPmidzuno",66876100
"3275","UPtille",826169001
"3276","UPmidzuno",64780102
"3277","UPbrewer",26781901
"3278","UPmidzuno",62740801
"3279","UPbrewer",18343401
"3280","UPtille",965906701
"3281","UPsampford_edited",217474702
"3282","UPtille",819593201
"3283","UPbrewer",17239101
"3284","UPmidzuno",68235501
"3285","UPmidzuno",64638300
"3286","UPbrewer",26989401
"3287","UPsampford_edited",204839101
"3288","UPsampford_edited",201401701
"3289","UPmidzuno",81054601
"3290","UPmidzuno",65874502
"3291","UPmidzuno",63856002
"3292","UPmidzuno",63790801
"3293","UPbrewer",29308601
"3294","UPbrewer",20991901
"3295","UPbrewer",33305401
"3296","UPtille",817045000
"3297","UPbrewer",18888502
"3298","UPbrewer",27542902
"3299","UPtille",805531400
"3300","UPmidzuno",89637101
"3301","UPtille",965159301
"3302","UPmidzuno",83907402
"3303","UPtille",765403801
"3304","UPtille",801978600
"3305","UPbrewer",18085500
"3306","UPsampford_edited",206924301
"3307","UPtille",829024701
"3308","UPtille",833579401
"3309","UPsampford_edited",209666502
"3310","UPbrewer",24775000
"3311","UPsampford_edited",207994301
"3312","UPtille",966800001
"3313","UPtille",787319101
"3314","UPsampford_edited",208978901
"3315","UPtille",798555701
"3316","UPsampford_edited",80723201
"3317","UPtille",783832002
"3318","UPbrewer",27655301
"3319","UPtille",790203402
"3320","UPbrewer",27963501
"3321","UPtille",1039243601
"3322","UPbrewer",20796401
"3323","UPmidzuno",64502102
"3324","UPmidzuno",62521800
"3325","UPsampford_edited",201265301
"3326","UPbrewer",35328801
"3327","UPsampford_edited",208763702
"3328","UPbrewer",18061301
"3329","UPsampford_edited",212738001
"3330","UPbrewer",29112501
"3331","UPtille",811817200
"3332","UPsampford_edited",216358500
"3333","UPbrewer",17638402
"3334","UPsampford_edited",230394500
"3335","UPbrewer",26687601
"3336","UPmidzuno",66630101
"3337","UPbrewer",17774401
"3338","UPtille",839822201
"3339","UPbrewer",18154900
"3340","UPsampford_edited",210677801
"3341","UPbrewer",29880500
"3342","UPmidzuno",67183901
"3343","UPmidzuno",63977601
"3344","UPmidzuno",64600701
"3345","UPbrewer",18534201
"3346","UPbrewer",30024001
"3347","UPbrewer",18260201
"3348","UPsampford_edited",206304600
"3349","UPtille",831541702
"3350","UPmidzuno",65051201
"3351","UPtille",1037238401
"3352","UPbrewer",18233002
"3353","UPsampford_edited",210939902
"3354","UPbrewer",29142902
"3355","UPmidzuno",64602701
"3356","UPmidzuno",84127800
"3357","UPbrewer",18583500
"3358","UPtille",811983300
"3359","UPtille",821150001
"3360","UPbrewer",18348901
"3361","UPtille",824430801
"3362","UPbrewer",26755701
"3363","UPtille",815607400
"3364","UPtille",999977002
"3365","UPmidzuno",67299301
"3366","UPsampford_edited",204596200
"3367","UPsampford_edited",63574101
"3368","UPtille",827622801
"3369","UPtille",814214001
"3370","UPmidzuno",64489301
"3371","UPtille",807188201
"3372","UPbrewer",38468102
"3373","UPtille",813334000
"3374","UPtille",969682500
"3375","UPbrewer",19051801
"3376","UPsampford_edited",204924801
"3377","UPmidzuno",83137601
"3378","UPtille",808141101
"3379","UPmidzuno",72207502
"3380","UPtille",823556701
"3381","UPsampford_edited",105462301
"3382","UPtille",826137401
"3383","UPmidzuno",71851301
"3384","UPbrewer",18105501
"3385","UPbrewer",32965701
"3386","UPsampford_edited",205486301
"3387","UPbrewer",18748201
"3388","UPtille",842063800
"3389","UPsampford_edited",201938301
"3390","UPtille",974391401
"3391","UPmidzuno",62829001
"3392","UPmidzuno",60968001
"3393","UPtille",797120301
"3394","UPbrewer",17906201
"3395","UPbrewer",27798800
"3396","UPmidzuno",62327301
"3397","UPmidzuno",62642201
"3398","UPmidzuno",62838501
"3399","UPmidzuno",86752501
"3400","UPtille",773138901
"3401","UPbrewer",26243802
"3402","UPmidzuno",67072001
"3403","UPsampford_edited",233386701
"3404","UPbrewer",18263101
"3405","UPtille",770889801
"3406","UPmidzuno",60846501
"3407","UPsampford_edited",242853801
"3408","UPmidzuno",62413701
"3409","UPtille",963544500
"3410","UPmidzuno",62032301
"3411","UPtille",764306301
"3412","UPsampford_edited",237257401
"3413","UPsampford_edited",175203801
"3414","UPsampford_edited",203270401
"3415","UPtille",826077701
"3416","UPsampford_edited",202786202
"3417","UPsampford_edited",201555902
"3418","UPmidzuno",73345101
"3419","UPbrewer",18473801
"3420","UPsampford_edited",143380301
"3421","UPtille",815443402
"3422","UPtille",824760001
"3423","UPbrewer",28198801
"3424","UPbrewer",20468901
"3425","UPbrewer",34070201
"3426","UPtille",994052301
"3427","UPtille",792649401
"3428","UPmidzuno",61333200
"3429","UPbrewer",21668700
"3430","UPsampford_edited",101627401
"3431","UPbrewer",19312800
"3432","UPbrewer",28588801
"3433","UPsampford_edited",181089401
"3434","UPtille",788509201
"3435","UPmidzuno",61565801
"3436","UPbrewer",18846502
"3437","UPbrewer",29883701
"3438","UPsampford_edited",205468401
"3439","UPsampford_edited",233240402
"3440","UPsampford_edited",204433501
"3441","UPtille",837709001
"3442","UPmidzuno",89472201
"3443","UPtille",1006429502
"3444","UPbrewer",19397301
"3445","UPtille",772319401
"3446","UPmidzuno",60385300
"3447","UPbrewer",27035701
"3448","UPsampford_edited",232043800
"3449","UPbrewer",17215901
"3450","UPsampford_edited",214526101
"3451","UPbrewer",28850201
"3452","UPsampford_edited",31053601
"3453","UPbrewer",18101901
"3454","UPmidzuno",67163001
"3455","UPmidzuno",64747601
"3456","UPtille",827019701
"3457","UPsampford_edited",206084302
"3458","UPmidzuno",64227800
"3459","UPbrewer",18069602
"3460","UPtille",834014701
"3461","UPmidzuno",74405701
"3462","UPsampford_edited",209624300
"3463","UPtille",818431702
"3464","UPsampford_edited",215926001
"3465","UPtille",950085502
"3466","UPsampford_edited",192503900
"3467","UPmidzuno",68714700
"3468","UPtille",783616101
"3469","UPsampford_edited",205417201
"3470","UPmidzuno",67273701
"3471","UPsampford_edited",224234802
"3472","UPsampford_edited",180642101
"3473","UPmidzuno",64186001
"3474","UPmidzuno",68994201
"3475","UPtille",789367201
"3476","UPmidzuno",60062801
"3477","UPtille",796805800
"3478","UPsampford_edited",225337800
"3479","UPmidzuno",62787001
"3480","UPbrewer",25264301
"3481","UPmidzuno",61849601
"3482","UPbrewer",17856601
"3483","UPtille",978675801
"3484","UPsampford_edited",171933301
"3485","UPtille",786880001
"3486","UPmidzuno",68811001
"3487","UPsampford_edited",73020102
"3488","UPbrewer",17767401
"3489","UPmidzuno",65965201
"3490","UPmidzuno",69860001
"3491","UPtille",792502901
"3492","UPbrewer",19151201
"3493","UPsampford_edited",267089601
"3494","UPmidzuno",65715702
"3495","UPbrewer",26818001
"3496","UPsampford_edited",214039401
"3497","UPsampford_edited",205030801
"3498","UPsampford_edited",52443200
"3499","UPbrewer",18476102
"3500","UPmidzuno",73784600
"3501","UPmidzuno",69584201
"3502","UPbrewer",18147901
"3503","UPtille",819828600
"3504","UPbrewer",27125700
"3505","UPtille",840034600
"3506","UPmidzuno",82005301
"3507","UPsampford_edited",404656600
"3508","UPmidzuno",65838001
"3509","UPsampford_edited",200099501
"3510","UPmidzuno",75505102
"3511","UPtille",825956302
"3512","UPsampford_edited",211783101
"3513","UPsampford_edited",202149301
"3514","UPsampford_edited",229861201
"3515","UPbrewer",18326101
"3516","UPtille",796632301
"3517","UPsampford_edited",226010001
"3518","UPsampford_edited",206137401
"3519","UPsampford_edited",213019601
"3520","UPbrewer",27796101
"3521","UPbrewer",23790501
"3522","UPmidzuno",69565202
"3523","UPsampford_edited",212048400
"3524","UPsampford_edited",214434002
"3525","UPmidzuno",66632301
"3526","UPtille",802369301
"3527","UPsampford_edited",229129101
"3528","UPtille",800087301
"3529","UPsampford_edited",223956801
"3530","UPbrewer",28947101
"3531","UPmidzuno",64705101
"3532","UPsampford_edited",201166901
"3533","UPmidzuno",67090102
"3534","UPtille",947791901
"3535","UPbrewer",17902301
"3536","UPbrewer",27192102
"3537","UPsampford_edited",210660400
"3538","UPsampford_edited",204150202
"3539","UPtille",814913901
"3540","UPmidzuno",62819201
"3541","UPmidzuno",66380500
"3542","UPbrewer",28262901
"3543","UPmidzuno",62300401
"3544","UPsampford_edited",228653700
"3545","UPtille",794236201
"3546","UPbrewer",32948402
"3547","UPsampford_edited",1585301
"3548","UPtille",813631100
"3549","UPtille",972235400
"3550","UPbrewer",28354501
"3551","UPbrewer",18262701
"3552","UPmidzuno",61856301
"3553","UPmidzuno",61469301
"3554","UPtille",781225101
"3555","UPbrewer",29030101
"3556","UPbrewer",18535301
"3557","UPtille",787014401
"3558","UPbrewer",37459301
"3559","UPtille",813742501
"3560","UPsampford_edited",201746602
"3561","UPsampford_edited",128450701
"3562","UPmidzuno",69331701
"3563","UPsampford_edited",205571101
"3564","UPmidzuno",62445701
"3565","UPbrewer",19280201
"3566","UPbrewer",30819101
"3567","UPsampford_edited",223485500
"3568","UPsampford_edited",202960900
"3569","UPmidzuno",66088901
"3570","UPmidzuno",63322901
"3571","UPsampford_edited",186892601
"3572","UPsampford_edited",204938801
"3573","UPmidzuno",65133201
"3574","UPbrewer",29715501
"3575","UPbrewer",21368100
"3576","UPtille",991866701
"3577","UPtille",786381500
"3578","UPtille",789462501
"3579","UPmidzuno",65421001
"3580","UPtille",793791200
"3581","UPmidzuno",61199201
"3582","UPbrewer",32345000
"3583","UPsampford_edited",208135601
"3584","UPsampford_edited",206323901
"3585","UPsampford_edited",201594901
"3586","UPbrewer",17673500
"3587","UPbrewer",29410501
"3588","UPbrewer",19755401
"3589","UPsampford_edited",258500201
"3590","UPbrewer",30341900
"3591","UPtille",802373301
"3592","UPbrewer",46732901
"3593","UPtille",946650600
"3594","UPtille",789171401
"3595","UPsampford_edited",205270400
"3596","UPmidzuno",62673201
"3597","UPtille",822057502
"3598","UPtille",833948900
"3599","UPtille",858831801
"3600","UPsampford_edited",209834300
"3601","UPsampford_edited",203512201
"3602","UPsampford_edited",223018901
"3603","UPmidzuno",61978302
"3604","UPbrewer",18582801
"3605","UPbrewer",36195201
"3606","UPbrewer",25999101
"3607","UPtille",976390402
"3608","UPbrewer",27045702
"3609","UPbrewer",17887301
"3610","UPsampford_edited",215577300
"3611","UPmidzuno",64511701
"3612","UPtille",822051001
"3613","UPmidzuno",68171900
"3614","UPsampford_edited",206130000
"3615","UPtille",817913002
"3616","UPsampford_edited",203081901
"3617","UPmidzuno",63268701
"3618","UPbrewer",18504500
"3619","UPtille",822865401
"3620","UPsampford_edited",204251801
"3621","UPmidzuno",65771101
"3622","UPmidzuno",63180201
"3623","UPmidzuno",68097101
"3624","UPmidzuno",64751601
"3625","UPbrewer",26643701
"3626","UPtille",981772601
"3627","UPtille",771477901
"3628","UPtille",792329601
"3629","UPmidzuno",65888101
"3630","UPsampford_edited",201466400
"3631","UPmidzuno",63927201
"3632","UPmidzuno",65719502
"3633","UPsampford_edited",162857701
"3634","UPmidzuno",65576801
"3635","UPtille",852437702
"3636","UPsampford_edited",203363801
"3637","UPtille",812869201
"3638","UPsampford_edited",204858801
"3639","UPbrewer",20731901
"3640","UPsampford_edited",228181401
"3641","UPsampford_edited",210543401
"3642","UPbrewer",17632801
"3643","UPtille",960970601
"3644","UPmidzuno",62165402
"3645","UPsampford_edited",203239200
"3646","UPsampford_edited",220898601
"3647","UPmidzuno",63810801
"3648","UPmidzuno",74147901
"3649","UPmidzuno",67437500
"3650","UPmidzuno",83223501
"3651","UPbrewer",20498501
"3652","UPsampford_edited",138117101
"3653","UPbrewer",18434102
"3654","UPsampford_edited",201369201
"3655","UPbrewer",31847401
"3656","UPbrewer",18537501
"3657","UPbrewer",32092001
"3658","UPtille",888954001
"3659","UPbrewer",17898900
"3660","UPmidzuno",65814201
"3661","UPbrewer",27919601
"3662","UPbrewer",18804901
"3663","UPmidzuno",75933701
"3664","UPmidzuno",61791000
"3665","UPmidzuno",64654901
"3666","UPtille",818036101
"3667","UPsampford_edited",210513801
"3668","UPmidzuno",64711901
"3669","UPsampford_edited",199528001
"3670","UPbrewer",28403400
"3671","UPmidzuno",63779201
"3672","UPmidzuno",88082601
"3673","UPsampford_edited",207123901
"3674","UPsampford_edited",206285300
"3675","UPmidzuno",65018002
"3676","UPsampford_edited",208844901
"3677","UPsampford_edited",204690101
"3678","UPbrewer",28363401
"3679","UPtille",971119801
"3680","UPmidzuno",63808301
"3681","UPmidzuno",89299100
"3682","UPbrewer",27055200
"3683","UPsampford_edited",66772501
"3684","UPsampford_edited",152142900
"3685","UPbrewer",17965300
"3686","UPsampford_edited",204291401
"3687","UPsampford_edited",884900
"3688","UPmidzuno",63692901
"3689","UPbrewer",27205201
"3690","UPsampford_edited",203592701
"3691","UPsampford_edited",200501901
"3692","UPbrewer",18781202
"3693","UPmidzuno",93441901
"3694","UPmidzuno",70459401
"3695","UPbrewer",21158901
"3696","UPmidzuno",67589001
"3697","UPmidzuno",69595701
"3698","UPtille",830690201
"3699","UPtille",791747602
"3700","UPsampford_edited",228421401
"3701","UPmidzuno",72548700
"3702","UPtille",788173501
"3703","UPtille",818024300
"3704","UPbrewer",27927601
"3705","UPtille",939544100
"3706","UPmidzuno",60659601
"3707","UPbrewer",18055501
"3708","UPbrewer",28019001
"3709","UPmidzuno",62714801
"3710","UPsampford_edited",210777002
"3711","UPmidzuno",78698001
"3712","UPsampford_edited",209989702
"3713","UPsampford_edited",206224700
"3714","UPtille",818044601
"3715","UPbrewer",35553101
"3716","UPbrewer",18719201
"3717","UPbrewer",31561701
"3718","UPtille",817328402
"3719","UPtille",791322301
"3720","UPmidzuno",66443400
"3721","UPmidzuno",90109701
"3722","UPsampford_edited",207546201
"3723","UPbrewer",27514101
"3724","UPbrewer",17689701
"3725","UPtille",970925501
"3726","UPsampford_edited",206610200
"3727","UPbrewer",28920002
"3728","UPsampford_edited",204453100
"3729","UPmidzuno",63281001
